날짜,항목,팀,선수,비고,포지션
2020-12-02,자유계약선수,키움,김규민,,외야수
2020-12-02,자유계약선수,키움,러셀,,내야수
2020-12-02,자유계약선수,키움,브리검,,투수
2020-12-02,자유계약선수,키움,신재영,,투수
2020-12-02,자유계약선수,키움,이택근,,외야수
2020-12-02,자유계약선수,키움,정대현,,투수
2020-12-02,자유계약선수,SK,김성민,생년월일:93.5.12,내야수
2020-12-02,자유계약선수,SK,김재현,,외야수
2020-12-02,자유계약선수,SK,박희수,,투수
2020-12-02,자유계약선수,SK,윤강민,,투수
2020-12-02,자유계약선수,SK,윤석민,,내야수
2020-12-02,자유계약선수,SK,윤희상,,투수
2020-12-02,자유계약선수,SK,이재관,,투수
2020-12-02,자유계약선수,SK,채태인,,내야수
2020-12-02,자유계약선수,SK,핀토,,투수
2020-12-02,자유계약선수,SK,화이트,,내야수
2020-12-02,자유계약선수,LG,문광은,,투수
2020-12-02,자유계약선수,LG,박용택,,외야수
2020-12-02,자유계약선수,LG,박지규,,내야수
2020-12-02,자유계약선수,LG,백청훈,,투수
2020-12-02,자유계약선수,LG,여건욱,,투수
2020-12-02,자유계약선수,LG,윌슨,,투수
2020-12-02,자유계약선수,LG,전민수,,외야수
2020-12-02,자유계약선수,LG,정근우,,내야수
2020-12-02,자유계약선수,LG,정용운,,투수
2020-12-02,자유계약선수,LG,최재원,,내야수
2020-12-02,자유계약선수,NC,라이트,,투수
2020-12-02,자유계약선수,NC,유영준,,내야수
2020-12-02,자유계약선수,NC,홍성무,,투수
2020-12-02,자유계약선수,KT,장현우,,투수
2020-12-02,자유계약선수,KIA,김주찬,,내야수
2020-12-02,자유계약선수,삼성,권오준,,투수
2020-12-02,자유계약선수,삼성,윤성환,,투수
2020-12-02,자유계약선수,삼성,팔카,,외야수
2020-12-02,자유계약선수,한화,김경태,,투수
2020-12-02,자유계약선수,한화,김태균,,내야수
2020-12-02,자유계약선수,한화,김회성,,내야수
2020-12-02,자유계약선수,한화,반즈,,외야수
2020-12-02,자유계약선수,한화,서폴드,,투수
2020-12-02,자유계약선수,한화,송광민,,내야수
2020-12-02,자유계약선수,한화,안영명,,투수
2020-12-02,자유계약선수,한화,윤규진,,투수
2020-12-02,자유계약선수,한화,이용규,,외야수
2020-12-02,자유계약선수,한화,이현호,,투수
2020-12-02,자유계약선수,한화,최진행,,외야수
2020-12-02,자유계약선수,롯데,고효준,,투수
2020-12-02,자유계약선수,롯데,김동한,,내야수
2020-12-02,자유계약선수,롯데,김현,,투수
2020-12-02,자유계약선수,롯데,샘슨,,투수
2020-12-02,자유계약선수,롯데,장원삼,,투수
2020-12-02,자유계약선수,롯데,허일,,외야수
2020-11-28,FA 자격취득,두산,김재호,,내야수
2020-11-28,FA 자격취득,두산,오재일,,내야수
2020-11-28,FA 자격취득,두산,유희관,,투수
2020-11-28,FA 자격취득,두산,이용찬,,투수
2020-11-28,FA 자격취득,두산,정수빈,,외야수
2020-11-28,FA 자격취득,두산,최주환,,내야수
2020-11-28,FA 자격취득,두산,허경민,,내야수
2020-11-28,FA 자격취득,키움,김상수,,투수
2020-11-28,FA 자격취득,SK,김성현,,내야수
2020-11-28,FA 자격취득,LG,김용의,,내야수
2020-11-28,FA 자격취득,LG,차우찬,,투수
2020-11-28,FA 자격취득,KIA,양현종,,투수
2020-11-28,FA 자격취득,KIA,최형우,,외야수
2020-11-28,FA 자격취득,삼성,우규민,,투수
2020-11-28,FA 자격취득,삼성,이원석,,내야수
2020-11-28,FA 자격취득,롯데,이대호,,내야수
2020-11-27,임의해지,SK,김민준,,외야수
2020-11-27,트레이드,LG,이상호,NC→LG,내야수
2020-11-27,트레이드,NC,윤형준,LG→NC,내야수
2020-11-07,자유계약선수,삼성,박찬도,,외야수
2020-11-07,자유계약선수,삼성,정인욱,,투수
2020-11-06,군보류,한화,박상원,,투수
2020-11-06,자유계약선수,KIA,고장혁,,내야수
2020-11-06,자유계약선수,KIA,박서준,,투수
2020-11-06,자유계약선수,KIA,유재신,,외야수
2020-11-06,자유계약선수,KIA,이은총,,외야수
2020-11-06,자유계약선수,KIA,임기준,,투수
2020-10-31,군보류,키움,배현호,,포수
2020-10-31,웨이버,삼성,박찬도,,외야수
2020-10-31,웨이버,삼성,정인욱,,투수
2020-10-30,군보류 자유계약선수,KIA,노관현,,내야수
2020-10-30,웨이버,KIA,고장혁,,내야수
2020-10-30,웨이버,KIA,박서준,,투수
2020-10-30,웨이버,KIA,유재신,,외야수
2020-10-30,웨이버,KIA,이은총,,외야수
2020-10-30,웨이버,KIA,임기준,,투수
2020-10-30,자유계약선수,한화,김문호,,외야수
2020-10-30,자유계약선수,한화,송창현,,투수
2020-10-30,자유계약선수,한화,양성우,,외야수
2020-10-28,소속선수 추가 등록,두산,김민혁,군보류 해제,내야수
2020-10-28,소속선수 추가 등록,한화,허관회,육성선수 말소,포수
2020-10-28,등번호 변경,한화,허관회,05→12,포수
2020-10-27,부상자 명단,삼성,이승현,10일,투수
2020-10-27,부상자 명단,한화,최재훈,10일,포수
2020-10-25,부상자 명단,두산,윤명준,10일 / 10.30 1군 엔트리 등록,투수
2020-10-23,부상자 명단,SK,윤희상,10일 / 10.28 1군 엔트리 등록,투수
2020-10-23,웨이버,한화,김문호,,외야수
2020-10-23,웨이버,한화,송창현,,투수
2020-10-23,웨이버,한화,양성우,,외야수
2020-10-22,부상자 명단,두산,박건우,10일 / 10.30 1군 엔트리 등록,외야수
2020-10-19,부상자 명단,키움,한현희,10일,투수
2020-10-19,경조휴가,SK,채현우,5일 / 10.23 1군 엔트리 등록,외야수
2020-10-18,부상자 명단,KT,이보근,10일 / 10.25 1군 엔트리 등록,투수
2020-10-17,부상자 명단,SK,박민호,10일 / 10.21 1군 엔트리 등록,투수
2020-10-17,부상자 명단,삼성,김윤수,10일,투수
2020-10-17,소속선수 추가 등록,한화,장웅정,육성선수 말소,투수
2020-10-17,등번호 변경,한화,장웅정,106→48,투수
2020-10-16,부상자 명단,두산,함덕주,10일 / 10.23 1군 엔트리 등록,투수
2020-10-16,부상자 명단,NC,박석민,10일,내야수
2020-10-15,부상자 명단,두산,윤명준,10일,투수
2020-10-15,부상자 명단,NC,김형준,30일 / 10.29 1군 엔트리 등록,포수
2020-10-15,부상자 명단,KT,장성우,10일 / 10.17 1군 엔트리 등록,포수
2020-10-15,자유계약선수,롯데,김대륙,,내야수
2020-10-15,자유계약선수,롯데,신동훈,,투수
2020-10-15,자유계약선수,롯데,장국헌,,투수
2020-10-14,자유계약선수,LG,이진석,,투수
2020-10-13,부상자 명단,KT,이홍구,10일 / 10.15 1군 엔트리 등록,포수
2020-10-13,자유계약선수,한화,채드벨,,투수
2020-10-12,군보류,KT,박준혁,,외야수
2020-10-12,군보류,KT,한지용,,포수
2020-10-10,부상자 명단,KIA,오선우,10일,외야수
2020-10-10,부상자 명단,삼성,강한울,10일 / 10.15 1군 엔트리 등록,내야수
2020-10-09,부상자 명단,키움,한현희,10일,투수
2020-10-09,부상자 명단,KT,유한준,10일 / 10.11 1군 엔트리 등록,외야수
2020-10-09,부상자 명단,KIA,남재현,10일 / 10.15 1군 엔트리 등록,투수
2020-10-09,부상자 명단,한화,박정현,30일,내야수
2020-10-09,소속선수 추가 등록,SK,윤강민,육성선수 말소,투수
2020-10-09,소속선수 추가 등록,KIA,박서준,육성선수 말소,투수
2020-10-09,소속선수 추가 등록,한화,이도윤,육성선수 말소,내야수
2020-10-09,등번호 변경,KIA,박서준,021→69,투수
2020-10-09,등번호 변경,한화,이도윤,103→51,내야수
2020-10-08,부상자 명단,KT,박경수,10일,내야수
2020-10-08,부상자 명단,KIA,김현수,10일 / 10.14 1군 엔트리 등록,투수
2020-10-08,부상자 명단,KIA,양승철,10일 / 10.11 1군 엔트리 등록,투수
2020-10-08,군보류,LG,김성진,,포수
2020-10-08,웨이버,롯데,김대륙,,내야수
2020-10-08,웨이버,롯데,신동훈,,투수
2020-10-08,웨이버,롯데,장국헌,,투수
2020-10-07,부상자 명단,LG,라모스,10일,내야수
2020-10-07,부상자 명단,KIA,김기훈,10일 / 10.10 1군 엔트리 등록,투수
2020-10-07,부상자 명단,삼성,김응민,10일,포수
2020-10-07,웨이버,LG,이진석,,외야수
2020-10-06,부상자 명단,SK,이흥련,10일,포수
2020-10-06,웨이버,한화,채드벨,,투수
2020-10-05,부상자 명단,LG,손호영,30일,내야수
2020-10-05,부상자 명단,삼성,장지훈,10일,투수
2020-10-04,부상자 명단,SK,김태훈,10일,투수
2020-10-04,부상자 명단,한화,김진욱,10일,투수
2020-10-04,부상자 명단,한화,노수광,10일 / 10.8 1군 엔트리 등록,외야수
2020-10-03,부상자 명단,SK,오태곤,10일 / 10.7 1군 엔트리 등록,내야수
2020-10-03,부상자 명단,LG,라모스,10일 / 10.6 1군 엔트리 등록,내야수
2020-10-03,부상자 명단,NC,노진혁,10일 / 10.6 1군 엔트리 등록,내야수
2020-10-03,부상자 명단,삼성,김상수,10일 / 10.7 1군 엔트리 등록,내야수
2020-10-03,소속선수 추가 등록,SK,김민준,육성선수 말소,외야수
2020-10-02,부상자 명단,두산,유희관,10일,투수
2020-10-02,부상자 명단,NC,홍성민,10일 / 10.6 1군 엔트리 등록,투수
2020-10-01,부상자 명단,SK,고종욱,10일 / 10.6 1군 엔트리 등록,외야수
2020-10-01,부상자 명단,KIA,오선우,10일 / 10.8 1군 엔트리 등록,외야수
2020-09-30,부상자 명단,두산,함덕주,10일 / 10.4 1군 엔트리 등록,투수
2020-09-29,부상자 명단,삼성,최지광,10일,투수
2020-09-29,소속선수 추가 등록,두산,황경태,군보류 해제,내야수
2020-09-28,경조휴가,SK,최정,5일 / 10.2 1군 엔트리 등록,내야수
2020-09-27,부상자 명단,KT,김재윤,10일,투수
2020-09-27,부상자 명단,KIA,김기훈,10일 / 10.1 1군 엔트리 등록,투수
2020-09-26,부상자 명단,SK,이흥련,10일,포수
2020-09-26,부상자 명단,LG,류원석,10일,투수
2020-09-25,부상자 명단,롯데,안치홍,10일 / 10.2 1군 엔트리 등록,내야수
2020-09-24,트레이드(웨이버),KIA,김영환,KT→KIA,내야수
2020-09-23,부상자 명단,NC,강진성,10일 / 9.25 1군 엔트리 등록,외야수
2020-09-23,부상자 명단,롯데,장원삼,10일,투수
2020-09-22,소속선수 추가 등록,롯데,나원탁,군보류 해제,포수
2020-09-22,소속선수 추가 등록,롯데,이호연,군보류 해제,내야수
2020-09-20,부상자 명단,LG,박재욱,10일 / 9.24 1군 엔트리 등록,포수
2020-09-20,부상자 명단,LG,최성훈,10일 / 9.23 1군 엔트리 등록,투수
2020-09-20,부상자 명단,KT,이홍구,10일,포수
2020-09-20,소속선수 추가 등록,KT,문상인,육성선수 말소,포수
2020-09-19,부상자 명단,키움,김하성,10일 / 9.22 1군 엔트리 등록,내야수
2020-09-19,부상자 명단,키움,박동원,10일,포수
2020-09-19,부상자 명단,삼성,최지광,10일,투수
2020-09-19,부상자 명단,한화,이용규,10일,외야수
2020-09-19,군보류 자유계약선수,SK,이채호,,투수
2020-09-19,군보류 자유계약선수,SK,허웅,,투수
2020-09-18,부상자 명단,두산,유희관,10일 / 9.25 1군 엔트리 등록,투수
2020-09-18,부상자 명단,삼성,우규민,10일,투수
2020-09-18,개명,롯데,김강현,개명전:김호준,포수
2020-09-18,소속선수 추가 등록,두산,배창현,육성선수 말소,투수
2020-09-17,웨이버,KT,김영환,,투수
2020-09-16,부상자 명단,SK,최항,10일,내야수
2020-09-16,부상자 명단,KT,이보근,10일 / 9.19 1군 엔트리 등록,투수
2020-09-16,부상자 명단,KIA,이민우,10일,투수
2020-09-16,군보류,키움,주성원,,포수
2020-09-16,군보류 자유계약선수,한화,이도윤,,내야수
2020-09-16,소속선수 추가 등록,KT,심재민,군보류 해제,투수
2020-09-16,자유계약선수,두산,진재혁,,투수
2020-09-14,부상자 명단,NC,나성범,10일,외야수
2020-09-14,부상자 명단,삼성,박승규,10일,외야수
2020-09-14,군보류,LG,성재헌,,투수
2020-09-14,자유계약선수,키움,윤영삼,,투수
2020-09-11,부상자 명단,KIA,전상현,10일,투수
2020-09-11,군보류,한화,장진혁,,외야수
2020-09-10,부상자 명단,두산,장승현,10일,포수
2020-09-10,부상자 명단,키움,오주원,10일 / 9.15 1군 엔트리 등록,투수
2020-09-10,부상자 명단,롯데,박진형,10일,투수
2020-09-09,부상자 명단,SK,한동민,10일,외야수
2020-09-09,부상자 명단,KIA,김명찬,10일 / 9.11 1군 엔트리 등록,투수
2020-09-09,웨이버,두산,진재혁,,투수
2020-09-08,부상자 명단,롯데,손아섭,10일 / 9.10 1군 엔트리 등록,외야수
2020-09-08,등번호 변경,KIA,김재열,011→67,투수
2020-09-07,부상자 명단,두산,김강률,10일,투수
2020-09-07,경조휴가,SK,김정빈,5일,투수
2020-09-07,부상자 명단,SK,김주온,10일,투수
2020-09-07,웨이버,키움,윤영삼,,투수
2020-09-06,부상자 명단,SK,이현석,10일,포수
2020-09-06,부상자 명단,LG,채은성,10일,외야수
2020-09-05,부상자 명단,두산,박치국,10일 / 9.8 1군 엔트리 등록,투수
2020-09-05,소속선수 추가 등록,KIA,김재열,육성선수 말소,투수
2020-09-04,부상자 명단,NC,모창민,10일,내야수
2020-09-04,부상자 명단,삼성,박승규,10일,외야수
2020-09-02,부상자 명단,키움,박정음,10일 / 9.8 1군 엔트리 등록,외야수
2020-09-02,소속선수 추가 등록,SK,박성한,육성선수 말소,내야수
2020-09-01,부상자 명단,두산,국해성,10일 / 9.6 1군 엔트리 등록,외야수
2020-09-01,부상자 명단,KT,조현우,10일 / 9.6 1군 엔트리 등록,투수
2020-08-31,부상자 명단,두산,장승현,10일,포수
2020-08-31,부상자 명단,한화,김태균,15일,내야수
2020-08-30,부상자 명단,LG,임찬규,10일 / 9.5 1군 엔트리 등록,투수
2020-08-30,경조휴가,KIA,이진영,5일 / 9.2 1군 엔트리 등록,외야수
2020-08-30,부상자 명단,KIA,전상현,10일 / 9.1 1군 엔트리 등록,투수
2020-08-30,부상자 명단,한화,안영명,10일 / 9.4 1군 엔트리 등록,투수
2020-08-30,소속선수 추가 등록,LG,남호,육성선수 말소,투수
2020-08-30,등번호 변경,LG,남호,104→0,투수
2020-08-29,부상자 명단,LG,김민성,10일,내야수
2020-08-29,소속선수 추가 등록,NC,도태훈,군보류 해제,내야수
2020-08-29,소속선수 추가 등록,NC,이재율,군보류 해제,외야수
2020-08-29,소속선수 추가 등록,NC,이호중,육성선수 말소,투수
2020-08-29,소속선수 추가 등록,NC,최금강,군보류 해제,투수
2020-08-28,부상자 명단,두산,김강률,10일,투수
2020-08-28,경조휴가,KT,하준호,1일,투수
2020-08-28,소속선수 추가 등록,두산,박성모,군보류 해제,투수
2020-08-28,소속선수 추가 등록,두산,조수행,군보류 해제,외야수
2020-08-28,소속선수 추가 등록,키움,김재현,군보류 해제,포수
2020-08-28,소속선수 추가 등록,키움,김정인,군보류 해제,투수
2020-08-28,소속선수 추가 등록,LG,양석환,군보류 해제,내야수
2020-08-28,소속선수 추가 등록,KT,홍현빈,군보류 해제,외야수
2020-08-28,소속선수 추가 등록,삼성,강한울,군보류 해제,내야수
2020-08-28,소속선수 추가 등록,삼성,권정웅,군보류 해제,포수
2020-08-28,소속선수 추가 등록,삼성,심창민,군보류 해제,투수
2020-08-28,등번호 변경,삼성,강한울,9→62,내야수
2020-08-28,등번호 변경,삼성,권정웅,55→48,포수
2020-08-27,부상자 명단,키움,박준태,10일,외야수
2020-08-27,부상자 명단,키움,오주원,10일 / 9.1 1군 엔트리 등록,투수
2020-08-27,부상자 명단,LG,채은성,10일,외야수
2020-08-27,개명,KT,김범,개명전:김경민,외야수
2020-08-27,군보류 자유계약선수,SK,박성한,,내야수
2020-08-27,군보류 자유계약선수,SK,정동윤,,투수
2020-08-27,군보류 자유계약선수,SK,최민준,,투수
2020-08-27,군보류 자유계약선수,한화,강상원,,외야수
2020-08-27,군보류 자유계약선수,한화,이승관,,투수
2020-08-27,소속선수 추가 등록,한화,김기탁,육성선수 말소,투수
2020-08-27,등번호 변경,한화,김기탁,04→47,투수
2020-08-26,부상자 명단,키움,박병호,10일,내야수
2020-08-26,부상자 명단,키움,이승호,10일,투수
2020-08-26,부상자 명단,삼성,뷰캐넌,10일 / 8.29 1군 엔트리 등록,투수
2020-08-26,소속선수 추가 등록,키움,박관진,육성선수 말소,투수
2020-08-25,부상자 명단,한화,정은원,10일,내야수
2020-08-25,부상자 명단,롯데,민병헌,10일 / 9.1 1군 엔트리 등록,외야수
2020-08-25,군보류,삼성,김시현,,투수
2020-08-25,자유계약선수,한화,김종민,,포수
2020-08-24,부상자 명단,KIA,브룩스,10일 / 9.1 1군 엔트리 등록,투수
2020-08-24,소속선수 추가 등록,LG,성재헌,육성선수 말소,투수
2020-08-24,소속선수 추가 등록,삼성,이상민,육성선수 말소,투수
2020-08-23,부상자 명단,키움,안우진,30일 / 9.16 1군 엔트리 등록,투수
2020-08-23,부상자 명단,삼성,김호재,10일 / 8.25 1군 엔트리 등록,내야수
2020-08-23,부상자 명단,삼성,윤성환,10일,투수
2020-08-22,부상자 명단,키움,최원태,30일,투수
2020-08-22,부상자 명단,LG,김윤식,10일 / 8.27 1군 엔트리 등록,투수
2020-08-22,부상자 명단,한화,윤호솔,15일,투수
2020-08-21,부상자 명단,두산,오재원,10일,내야수
2020-08-21,부상자 명단,두산,장승현,10일,포수
2020-08-21,부상자 명단,두산,정상호,10일,포수
2020-08-21,부상자 명단,SK,박민호,10일 / 8.25 1군 엔트리 등록,투수
2020-08-21,경조휴가,NC,라이트,5일,투수
2020-08-21,부상자 명단,KIA,고영창,10일 / 8.25 1군 엔트리 등록,투수
2020-08-21,부상자 명단,KIA,서덕원,10일,투수
2020-08-21,소속선수 추가 등록,SK,화이트,,내야수
2020-08-21,소속선수 추가 등록,삼성,김성윤,군보류 해제,외야수
2020-08-21,등번호 변경,삼성,김성윤,49→67,외야수
2020-08-20,부상자 명단,두산,허경민,10일 / 8.27 1군 엔트리 등록,내야수
2020-08-20,부상자 명단,KIA,나주환,10일 / 8.26 1군 엔트리 등록,내야수
2020-08-20,군보류,KT,김성훈,,내야수
2020-08-20,자유계약선수,KT,강장산,,투수
2020-08-20,자유계약선수,KT,금민철,,투수
2020-08-20,자유계약선수,KT,이상화,,투수
2020-08-20,자유계약선수,KT,이재근,,내야수
2020-08-20,자유계약선수,KT,임지한,,외야수
2020-08-19,부상자 명단,SK,조영우,10일 / 8.25 1군 엔트리 등록,투수
2020-08-19,부상자 명단,LG,김민성,10일,내야수
2020-08-18,부상자 명단,두산,김강률,10일,투수
2020-08-18,소속선수 추가 등록,두산,권휘,육성선수 말소,투수
2020-08-18,소속선수 추가 등록,KT,박준혁,육성선수 말소,외야수
2020-08-18,소속선수 추가 등록,한화,오동욱,육성선수 말소,투수
2020-08-18,등번호 변경,두산,권휘,100→38,투수
2020-08-18,등번호 변경,KT,박준혁,101→58,외야수
2020-08-18,등번호 변경,한화,오동욱,103→31,투수
2020-08-18,웨이버,한화,김종민,,포수
2020-08-16,부상자 명단,SK,김주한,10일 / 8.19 1군 엔트리 등록,투수
2020-08-16,부상자 명단,LG,김윤식,10일 / 8.20 1군 엔트리 등록,투수
2020-08-16,부상자 명단,한화,김태균,15일,내야수
2020-08-16,부상자 명단,롯데,허일,10일 / 8.18 1군 엔트리 등록,외야수
2020-08-15,부상자 명단,SK,김태훈,10일 / 8.22 1군 엔트리 등록,투수
2020-08-15,부상자 명단,KT,박경수,10일 / 8.24 1군 엔트리 등록,내야수
2020-08-15,부상자 명단,한화,김범수,15일,투수
2020-08-15,부상자 명단,한화,반즈,10일 / 8.21 1군 엔트리 등록,외야수
2020-08-15,부상자 명단,한화,정은원,10일,내야수
2020-08-15,소속선수 추가 등록,NC,김기환,육성선수 말소,외야수
2020-08-15,소속선수 추가 등록,NC,김민수,육성선수 말소,내야수
2020-08-15,소속선수 추가 등록,NC,김철호,육성선수 말소,내야수
2020-08-15,소속선수 추가 등록,NC,류진욱,육성선수 말소,투수
2020-08-15,소속선수 추가 등록,KT,김도현,육성선수 말소,외야수
2020-08-14,부상자 명단,두산,이형범,10일,투수
2020-08-14,부상자 명단,키움,박병호,10일 / 8.18 1군 엔트리 등록,내야수
2020-08-14,부상자 명단,SK,신재웅,10일,투수
2020-08-14,부상자 명단,SK,최항,10일 / 8.16 1군 엔트리 등록,내야수
2020-08-14,임의해지 복귀,SK,강승호,임의해지일:2019.4.26,내야수
2020-08-13,군보류,두산,김대한,,외야수
2020-08-13,군보류,두산,송승환,,내야수
2020-08-13,소속선수 추가 등록,LG,김주성,군보류 해제,내야수
2020-08-13,소속선수 추가 등록,삼성,팔카,,외야수
2020-08-13,웨이버,KT,강장산,,투수
2020-08-13,웨이버,KT,금민철,,투수
2020-08-13,웨이버,KT,이상화,,투수
2020-08-13,웨이버,KT,이재근,,내야수
2020-08-13,웨이버,KT,임지한,,외야수
2020-08-13,임의해지,KT,최지효,,내야수
2020-08-13,트레이드,SK,오태곤,KT→SK,내야수
2020-08-13,트레이드,NC,문경찬,KIA→NC,투수
2020-08-13,트레이드,NC,박정수,KIA→NC,투수
2020-08-13,트레이드,KT,이홍구,SK→KT,포수
2020-08-13,트레이드,KIA,김태진,NC→KIA,내야수
2020-08-13,트레이드,KIA,장현식,NC→KIA,투수
2020-08-12,부상자 명단,LG,정찬헌,10일,투수
2020-08-12,부상자 명단,KIA,김선빈,10일,내야수
2020-08-11,부상자 명단,키움,박동원,10일 / 8.18 1군 엔트리 등록,포수
2020-08-11,부상자 명단,KT,오태곤,10일 / 8.14 SK 1군 엔트리 등록,내야수
2020-08-11,소속선수 추가 등록,NC,손정욱,육성선수 말소,투수
2020-08-10,부상자 명단,키움,요키시,10일,투수
2020-08-10,부상자 명단,NC,김성욱,10일 / 8.18 1군 엔트리 등록,외야수
2020-08-10,부상자 명단,KIA,남재현,10일 / 8.13 1군 엔트리 등록,투수
2020-08-07,부상자 명단,NC,강진성,10일,외야수
2020-08-07,부상자 명단,KIA,이창진,30일,외야수
2020-08-07,부상자 명단,삼성,이원석,10일 / 8.12 1군 엔트리 등록,내야수
2020-08-07,부상자 명단,한화,윤호솔,15일,투수
2020-08-06,부상자 명단,두산,김재환,10일 / 8.11 1군 엔트리 등록,외야수
2020-08-06,부상자 명단,두산,함덕주,10일,투수
2020-08-06,부상자 명단,키움,김태훈,15일 / 8.20 1군 엔트리 등록,투수
2020-08-06,부상자 명단,LG,이민호,10일,투수
2020-08-06,부상자 명단,NC,구창모,10일,투수
2020-08-06,부상자 명단,KT,김민혁,10일 / 8.11 1군 엔트리 등록,외야수
2020-08-06,부상자 명단,삼성,양우현,10일,내야수
2020-08-06,소속선수 추가 등록,KT,최지효,육성선수 말소,내야수
2020-08-05,부상자 명단,두산,정상호,10일,포수
2020-08-05,자유계약선수,삼성,살라디노,,내야수
2020-08-04,부상자 명단,LG,차우찬,10일,투수
2020-08-04,부상자 명단,NC,박민우,10일,내야수
2020-08-04,부상자 명단,KIA,박준표,10일,투수
2020-08-04,소속선수 추가 등록,삼성,안주형,군보류 해제,내야수
2020-08-04,등번호 변경,삼성,안주형,106→63,내야수
2020-08-03,부상자 명단,삼성,김상수,10일,내야수
2020-08-03,소속선수 추가 등록,키움,오윤성,군보류 해제,투수
2020-08-03,소속선수 추가 등록,KT,김만수,군보류 해제,포수
2020-08-03,소속선수 추가 등록,KT,정주후,군보류 해제,내야수
2020-08-02,부상자 명단,NC,알테어,10일 / 8.11 1군 엔트리 등록,외야수
2020-08-02,부상자 명단,삼성,노성호,10일,투수
2020-07-31,부상자 명단,KIA,황대인,10일,내야수
2020-07-31,부상자 명단,삼성,강민호,10일 / 8.4 1군 엔트리 등록,포수
2020-07-31,부상자 명단,한화,김범수,15일,투수
2020-07-31,소속선수 추가 등록,SK,서동민,육성선수 말소,투수
2020-07-30,부상자 명단,LG,정찬헌,10일,투수
2020-07-29,웨이버,삼성,살라디노,,내야수
2020-07-28,부상자 명단,LG,이천웅,10일,외야수
2020-07-28,부상자 명단,한화,정은원,10일 / 7.30 1군 엔트리 등록,내야수
2020-07-27,부상자 명단,LG,이민호,10일 / 8.5 1군 엔트리 등록,투수
2020-07-27,부상자 명단,NC,구창모,10일,투수
2020-07-27,부상자 명단,삼성,최영진,10일,내야수
2020-07-26,부상자 명단,키움,브리검,10일 / 8.1 1군 엔트리 등록,투수
2020-07-26,부상자 명단,LG,정근우,15일,내야수
2020-07-25,부상자 명단,SK,정진기,30일,외야수
2020-07-25,부상자 명단,LG,차우찬,10일,투수
2020-07-25,부상자 명단,KT,김재윤,10일 / 8.1 1군 엔트리 등록,투수
2020-07-24,군보류,두산,김호준,,투수
2020-07-24,소속선수 추가 등록,키움,러셀,,내야수
2020-07-24,소속선수 추가 등록,롯데,김호준,육성선수 말소,포수
2020-07-23,부상자 명단,두산,박세혁,10일 / 7.28 1군 엔트리 등록,포수
2020-07-23,부상자 명단,삼성,김헌곤,10일,외야수
2020-07-23,부상자 명단,롯데,한동희,10일 / 7.28 1군 엔트리 등록,내야수
2020-07-22,부상자 명단,LG,김대현,10일,투수
2020-07-22,부상자 명단,NC,양의지,10일 / 7.26 1군 엔트리 등록,포수
2020-07-22,부상자 명단,삼성,김동엽,10일,외야수
2020-07-22,부상자 명단,삼성,백정현,10일,투수
2020-07-22,부상자 명단,롯데,샘슨,10일,투수
2020-07-22,소속선수 추가 등록,LG,이찬혁,육성선수 말소,투수
2020-07-22,소속선수 추가 등록,한화,정기훈,육성선수 말소,내야수
2020-07-22,등번호 변경,LG,이찬혁,118→68,투수
2020-07-20,부상자 명단,SK,오준혁,10일 / 7.25 1군 엔트리 등록,외야수
2020-07-20,소속선수 추가 등록,삼성,이태훈,군보류 해제,외야수
2020-07-20,자유계약선수,LG,류형우,,내야수
2020-07-20,자유계약선수,LG,양종민,,내야수
2020-07-19,부상자 명단,KIA,김기훈,10일 / 7.25 1군 엔트리 등록,투수
2020-07-18,부상자 명단,키움,김상수,10일 / 7.26 1군 엔트리 등록,투수
2020-07-18,부상자 명단,SK,최정,10일 / 7.19 1군 엔트리 등록,내야수
2020-07-18,부상자 명단,LG,이천웅,10일,외야수
2020-07-18,부상자 명단,KT,장성우,10일 / 7.21 1군 엔트리 등록,포수
2020-07-18,부상자 명단,KT,조용호,10일 / 7.21 1군 엔트리 등록,외야수
2020-07-18,부상자 명단,한화,송광민,10일,내야수
2020-07-17,부상자 명단,롯데,김대우,15일,투수
2020-07-17,군보류 자유계약선수,두산,고봉재,,투수
2020-07-16,부상자 명단,두산,김재호,10일 / 7.23 1군 엔트리 등록,내야수
2020-07-16,부상자 명단,키움,박동원,10일 / 7.23 1군 엔트리 등록,포수
2020-07-16,소속선수 추가 등록,한화,반즈,,외야수
2020-07-15,임의해지,한화,송창식,,투수
2020-07-15,자유계약선수,KT,이준수,,포수
2020-07-15,자유계약선수,KT,조근종,,투수
2020-07-15,자유계약선수,롯데,배장호,,투수
2020-07-14,부상자 명단,KT,오태곤,10일 / 7.18 1군 엔트리 등록,내야수
2020-07-14,부상자 명단,KIA,임기영,10일,투수
2020-07-13,부상자 명단,LG,김윤식,10일 / 7.18 1군 엔트리 등록,투수
2020-07-13,부상자 명단,삼성,김헌곤,10일,외야수
2020-07-13,부상자 명단,한화,정진호,10일,외야수
2020-07-13,소속선수 추가 등록,한화,임종찬,육성선수 말소,외야수
2020-07-13,등번호 변경,한화,임종찬,104→96,외야수
2020-07-13,웨이버,LG,류형우,,내야수
2020-07-13,웨이버,LG,양종민,,내야수
2020-07-12,부상자 명단,NC,나성범,10일 / 7.17 1군 엔트리 등록,외야수
2020-07-11,경조휴가,두산,허경민,5일 / 7.12 1군 엔트리 등록,내야수
